,id,name,city,experience,type,address,published_at,archived,employer,contacts,schedule,employer_trusted,professional_roles
120,53888039,Аналитик,Алматы,Нет опыта,Открытая,,2022-03-15T16:55:41+0300,False,Объединение юридических лиц Национальная ассоциация переработчиков масличных культур,,fullDay,True,Аналитик
121,49404950,Бизнес-аналитик,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-08T08:38:06+0300,False,"ALSECO, АО",,fullDay,True,Аналитик
122,53925364,Аналитик по управленческому учету на проекты,Нур-Султан,От 3 до 6 лет,Открытая,,2022-03-16T11:35:17+0300,False,1С-Рейтинг,,fullDay,True,Аналитик
123,53909578,Системный аналитик,Алматы,От 3 до 6 лет,Открытая,,2022-03-16T06:41:41+0300,False,Jusan Bank,,fullDay,True,Аналитик
124,50577209,Бизнес-аналитик,Алматы,От 1 года до 3 лет,Открытая,,2022-03-09T05:09:43+0300,False,«Компания по страхованию жизни «Nomad Life»,,fullDay,True,Аналитик
125,53957458,Аналитик бизнес-процессов/Методолог,Алматы,От 1 года до 3 лет,Открытая,,2022-03-16T23:00:32+0300,False,TerraLink,,fullDay,True,Аналитик
126,53607427,Старший аналитик,Алматы,От 3 до 6 лет,Открытая,,2022-03-10T08:06:07+0300,False,Народный банк Казахстана,,fullDay,True,Аналитик
127,53737758,Бизнес аналитик сектора Customer Base Management,Алматы,От 1 года до 3 лет,Открытая,,2022-03-12T15:28:40+0300,False,Казахтелеком,,fullDay,True,Аналитик
128,50939914,Системный аналитик,Алматы,От 1 года до 3 лет,Открытая,,2022-03-12T15:39:14+0300,False,СберРешения,,fullDay,True,Аналитик
129,53373969,Аналитик,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-04T14:09:54+0300,False,"BI GROUP, ТМ (ТОО BI Support)",,fullDay,True,Аналитик
130,53793756,Финансовый аналитик,Алматы,Нет опыта,Открытая,,2022-03-14T08:17:22+0300,False,Жаркент Фрукт,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
131,53615539,Риск-аналитик,Костанай,От 1 года до 3 лет,Открытая,,2022-03-10T10:17:56+0300,False,МФО LFTech (ТМ Деньги Маркет),,remote,True,"Финансовый аналитик, инвестиционный аналитик"
132,53609810,Аналитик (в управление по развитию продуктов розничного фондирования),Алматы,От 1 года до 3 лет,Открытая,,2022-03-10T08:48:28+0300,False,"Банк Хоум Кредит, ДБ АО",,fullDay,True,Аналитик
133,53693824,Аналитик Dynamics 365 CRM,Алматы,От 3 до 6 лет,Открытая,,2022-03-11T14:51:20+0300,False,Атос АйТи Солюшенс энд Сервисез,,remote,True,Аналитик
134,48279673,Бизнес-аналитик в Управление развития онлайн продаж,Алматы,От 1 года до 3 лет,Открытая,,2022-03-14T07:04:30+0300,False,ДБ Альфа-Банк,,fullDay,True,Аналитик
135,53854570,Ведущий аналитик / Исследователь-аналитик (маркетинговые и социологические исследования),Алматы,От 1 года до 3 лет,Открытая,,2022-03-15T07:54:48+0300,False,Bisam Central Asia,,fullDay,True,Аналитик
136,53879181,Бизнес-аналитик управления финансового менеджмента,Алматы,От 3 до 6 лет,Открытая,,2022-03-15T14:32:52+0300,False,"Банк Хоум Кредит, ДБ АО",,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
137,48400767,Аналитик,Алматы,От 1 года до 3 лет,Открытая,,2022-03-03T06:46:03+0300,False,Алтын Алма,,fullDay,True,Аналитик
138,53693825,Аналитик Dynamics 365 CRM,Нур-Султан,От 3 до 6 лет,Открытая,,2022-03-11T14:51:20+0300,False,Атос АйТи Солюшенс энд Сервисез,,remote,True,Аналитик
139,53170914,Финансовый аналитик,Алматы,От 1 года до 3 лет,Открытая,,2022-03-18T14:34:43+0300,False,XFinity Solutions,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
140,53573312,Аналитик бизнес-процессов,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-09T14:42:13+0300,False,Ingenio,,flexible,True,Аналитик
141,53665532,Аналитик отдела продаж,Алматы,От 1 года до 3 лет,Открытая,,2022-03-11T06:41:48+0300,False,Aitas KZ,,fullDay,True,Аналитик
142,54041973,Аналитик (Отдел развития бизнеса и маркетинга),Шымкент,От 1 года до 3 лет,Открытая,,2022-03-18T13:02:07+0300,False,"BI GROUP, ТМ (ТОО BI Support)",,fullDay,True,Аналитик
143,49274390,Аналитик КА,Алматы,От 1 года до 3 лет,Открытая,,2022-03-03T06:46:06+0300,False,Алтын Алма,,fullDay,True,Аналитик
144,53925365,Аналитик по управленческому учету на проекты,Усть-Каменогорск,От 3 до 6 лет,Открытая,,2022-03-16T11:35:17+0300,False,1С-Рейтинг,,fullDay,True,Аналитик
145,53738565,Главный бизнес аналитик сектора Customer Base Management (BI-разработчик),Алматы,Нет опыта,Открытая,,2022-03-12T15:58:35+0300,False,Казахтелеком,,fullDay,True,Аналитик
146,52268917,Старший системный аналитик,Нур-Султан,От 3 до 6 лет,Открытая,,2022-03-12T07:39:55+0300,False,Коркем Телеком,,fullDay,True,Аналитик
147,50207442,Бизнес-аналитик,Алматы,От 3 до 6 лет,Открытая,,2022-03-03T06:53:29+0300,False,Армтек (ЗапчастьТрейд),,fullDay,True,Аналитик
148,53202609,Аналитик по товару,Алматы,От 1 года до 3 лет,Открытая,,2022-03-17T06:50:08+0300,False,Direzione trading KZ(Дирезион трейдинг КЗ),,fullDay,True,Другое
149,53678516,Аналитик-маркетолог,Нур-Султан,Нет опыта,Открытая,,2022-03-11T11:04:08+0300,False,Институт маркетинговых и социологических,,fullDay,True,Менеджер по маркетингу и рекламе
150,53815789,Финансовый аналитик,Алматы,От 3 до 6 лет,Открытая,,2022-03-14T13:20:24+0300,False,TECHNODOM Operator (Технодом Оператор),,flexible,True,"Финансовый аналитик, инвестиционный аналитик"
151,53542061,Финансовый аналитик,Алматы,Нет опыта,Открытая,,2022-03-09T07:19:37+0300,False,АНКОР Центральная Азия,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
152,53570195,Аналитик службы продаж,Усть-Каменогорск,От 1 года до 3 лет,Открытая,,2022-03-09T13:56:29+0300,False,Aitas KZ,,fullDay,True,Аналитик
153,53266827,Аналитик по продажам,Алматы,Нет опыта,Открытая,,2022-03-02T12:17:52+0300,False,Apple City Corps,,fullDay,True,Аналитик
154,52590421,Финансовый Аналитик,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-11T09:28:37+0300,False,RG Gold,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
155,49356799,Digital-аналитик,Алматы,От 1 года до 3 лет,Открытая,,2022-03-03T17:37:40+0300,False,"Beeline, ТМ",,fullDay,True,Менеджер по маркетингу и рекламе
156,53612478,Системный аналитик,Алматы,От 1 года до 3 лет,Открытая,,2022-03-10T09:39:31+0300,False,"Евразийский банк, АО",,fullDay,True,Аналитик
157,53602104,Бизнес-аналитик/тестировщик Qlik Sense /Qlik View,Алматы,Нет опыта,Открытая,,2022-03-10T05:12:08+0300,False,RG Brands,,fullDay,True,Тестировщик
158,53682577,Системный аналитик ESB,Алматы,От 3 до 6 лет,Открытая,,2022-03-11T12:01:08+0300,False,"Beeline, ТМ",,fullDay,True,Технический писатель
159,53982521,HR Data Analyst,Алматы,От 1 года до 3 лет,Открытая,,2022-03-17T11:22:58+0300,False,"Kaspi Bank, АО",,fullDay,True,Аналитик
160,53308362,Системный аналитик,Алматы,От 3 до 6 лет,Открытая,,2022-03-03T09:45:44+0300,False,Частное учреждение «Корпоративный университет «Самрук-Казына»,,fullDay,True,Другое
161,53269369,Бизнес-аналитик в отдел моделирования и прогнозирования,Алматы,От 3 до 6 лет,Открытая,,2022-03-02T13:06:24+0300,False,ДБ Альфа-Банк,,fullDay,True,Аналитик
162,53363627,IT Аналитик,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-04T10:53:32+0300,False,Platonus,,fullDay,True,Аналитик
163,53269355,Бизнес-аналитик в отдел развития отчетности,Алматы,От 3 до 6 лет,Открытая,,2022-03-02T13:05:53+0300,False,ДБ Альфа-Банк,,fullDay,True,Аналитик
164,53337698,Аналитик электронных бизнес систем,Алматы,От 1 года до 3 лет,Открытая,,2022-03-03T18:48:44+0300,False,"AIR ASTANA, АО",,fullDay,True,Аналитик
165,53272449,Аналитик в казначейство,Алматы,От 1 года до 3 лет,Открытая,,2022-03-02T13:56:58+0300,False,"Банк Хоум Кредит, ДБ АО",,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
166,53606280,Бизнес-аналитик,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-10T07:37:41+0300,False,Емдеу 7,,fullDay,True,Аналитик
167,53355846,Бизнес-аналитик,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-04T08:24:11+0300,False,Iserv,,fullDay,True,Аналитик
168,53264420,Data analyst,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-02T11:41:40+0300,False,Smart Remont,,fullDay,True,Аналитик
169,53267338,Middle IT аналитик,Алматы,От 3 до 6 лет,Открытая,,2022-03-02T12:30:10+0300,False,Микрофинансовая организация KMF(КМФ),,fullDay,True,Аналитик
170,53549769,Системный аналитик DWH,Алматы,От 1 года до 3 лет,Открытая,,2022-03-09T09:44:42+0300,False,Тинькофф,,remote,True,Аналитик
171,53273850,Системный аналитик в E-com проект,Алматы,От 1 года до 3 лет,Открытая,,2022-03-02T14:19:36+0300,False,ДБ Альфа-Банк,,remote,True,Аналитик
172,53861426,Финансовый аналитик (бизнес-планы),Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-15T10:09:36+0300,False,MG First,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
173,53689151,Аналитик бизнес-процессов,Алматы,От 1 года до 3 лет,Открытая,,2022-03-11T13:40:35+0300,False,Ingenio,,flexible,True,Аналитик
174,53617444,Системный аналитик по организации управления,Нур-Султан,От 3 до 6 лет,Открытая,,2022-03-10T10:43:27+0300,False,Бизнес-Эксперт Консалт,,fullDay,True,Аудитор
175,53272548,Аналитик бизнес-процессов,Караганда,От 1 года до 3 лет,Открытая,,2022-03-02T13:59:35+0300,False,Ingenio,,flexible,True,Аналитик
176,53667950,Финансовый аналитик,Алматы,От 3 до 6 лет,Открытая,,2022-03-11T07:47:49+0300,False,МТС-ТОРГ,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
177,53408075,Финансовый аналитик,Атырау,От 3 до 6 лет,Открытая,,2022-03-05T09:57:05+0300,False,Моторная компания «Астана-Моторс»,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
178,53303818,Старший аналитик по финансовым вопросам ИТО,Алматы,От 3 до 6 лет,Открытая,,2022-03-03T08:19:55+0300,False,"AIR ASTANA, АО",,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
179,54455118,Аналитик IT,Нур-Султан,От 3 до 6 лет,Открытая,,2022-03-30T12:33:35+0300,False,Научно-исследовательская лаборатория Квант,,fullDay,True,Аналитик
180,54443596,Старший аналитик департамента казначейства,Алматы,От 3 до 6 лет,Открытая,,2022-03-30T08:05:37+0300,False,Публичная Компания «Freedom Finance Global PLC»,,fullDay,True,Казначей
181,51931726,Бизнес-аналитик (сопровождение и развитие информационных систем),Алматы,От 1 года до 3 лет,Открытая,,2022-04-01T07:41:39+0300,False,"ALSECO, АО",,fullDay,True,Аналитик
182,54500062,Финансовый аналитик,Нур-Султан,От 3 до 6 лет,Открытая,,2022-03-31T20:50:34+0300,False,Fortunata,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
183,54491480,Главный Data аналитик (Senior Data Analyst),Алматы,От 3 до 6 лет,Открытая,,2022-03-31T14:58:33+0300,False,TECHNODOM Operator (Технодом Оператор),,fullDay,True,Аналитик
184,54310175,Социолог аналитик,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-25T10:01:08+0300,False,Kleffmann Kazakhstan,,fullDay,True,Другое
185,53857226,Аналитик автоматизации бизнес-процессов,Алматы,От 1 года до 3 лет,Открытая,,2022-03-15T08:54:11+0300,False,"Beeline, ТМ",,fullDay,True,Аналитик
186,53664248,Младший аналитик департамента логистики,Алматы,От 1 года до 3 лет,Открытая,,2022-03-11T05:58:11+0300,False,"ФудМастер, ТМ",,fullDay,True,Аналитик
187,53974395,Системный аналитик (Middle/Middle+),Алматы,От 1 года до 3 лет,Открытая,,2022-03-17T09:23:08+0300,False,VILED GROUP,,fullDay,True,Аналитик
188,53569802,Data Analyst,Алматы,От 1 года до 3 лет,Открытая,,2022-03-09T13:49:34+0300,False,Казахтелеком,,fullDay,True,Аналитик
189,53739303,"Бизнес-аналитик Службы ""Проектный офис""",Алматы,От 3 до 6 лет,Открытая,,2022-03-12T16:16:39+0300,True,Казахтелеком,,fullDay,True,Другое
190,53868760,Ведущий финансовый аналитик,Алматы,Более 6 лет,Открытая,,2022-03-15T11:48:59+0300,False,Авиакомпания Евро-Азия Эйр,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
191,53250877,Ведущий специалист отдела планирования продаж (аналитик по планированию продаж),Алматы,От 1 года до 3 лет,Открытая,,2022-03-04T21:02:11+0300,False,Alina Group,,fullDay,True,Аналитик
192,51256091,Аналитик в Отдел компенсаций и мотивации персонала,Алматы,От 1 года до 3 лет,Открытая,,2022-03-09T11:09:45+0300,False,Банк ВТБ (Казахстан) Дочерняя организация Акционерное общество,,fullDay,True,Экономист
193,52038269,Финансовый аналитик (Бизнес-Партнер),Алматы,От 3 до 6 лет,Открытая,,2022-03-04T15:39:32+0300,False,ДБ Альфа-Банк,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
194,54454010,Аналитик,Алматы,От 1 года до 3 лет,Открытая,,2022-03-30T12:07:44+0300,False,"Kaspi Bank, АО",,fullDay,True,Аналитик
195,54443983,Стажер BI-аналитик / Разработчик Power BI / Data Engineer,Алматы,Нет опыта,Открытая,,2022-03-30T08:20:39+0300,False,ASPEX,,remote,True,Аналитик
196,53283962,"Аналитик, Центр компетенций по низкоуглеродному развитию",Нур-Султан,От 3 до 6 лет,Открытая,,2022-03-29T17:25:12+0300,False,ERG Service,,fullDay,True,Бизнес-тренер
197,53968433,Бизнес-аналитик,Нур-Султан,От 3 до 6 лет,Открытая,,2022-03-17T07:10:32+0300,False,ERG Service,,fullDay,True,Аналитик
198,49935306,"Аналитик по стратегии, планированию и ценообразованию",Алматы,От 1 года до 3 лет,Открытая,,2022-03-09T14:29:45+0300,False,Magnum E-commerce Kazakhstan,,fullDay,True,Аналитик
199,53558425,Финансовый аналитик,Алматы,От 1 года до 3 лет,Открытая,,2022-03-09T11:41:49+0300,False,Филип Моррис Казахстан,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
200,54426680,Аналитик программист,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-29T14:50:25+0300,False,RG Gold,,remote,True,Аналитик
201,54478559,Экономист-аналитик,Костанай,Более 6 лет,Открытая,,2022-03-31T10:00:44+0300,False,Construction Company Плюс АВД,,fullDay,True,Экономист
202,54446342,Маркетолог-аналитик,Усть-Каменогорск,От 1 года до 3 лет,Открытая,,2022-03-30T09:27:36+0300,False,ДСП Центр Усть-Каменогорск,,fullDay,True,Менеджер по маркетингу и рекламе
203,54460143,Финансовый аналитик,Нур-Султан,От 3 до 6 лет,Открытая,,2022-03-30T14:27:02+0300,False,ЕвразианТек,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
204,53924487,HR аналитик,Нур-Султан,От 3 до 6 лет,Открытая,,2022-03-31T11:18:42+0300,False,МЕЖДУНАРОДНЫЙ ОФ БІЛІМ ОРДА,,fullDay,True,Другое
205,52316310,Аналитик отдела закупа,Караганда,От 1 года до 3 лет,Открытая,,2022-03-29T12:34:52+0300,False,"Компания СтройДекор, ТМ",,fullDay,True,Экономист
206,54453072,Аналитик отдела продаж,Шымкент,От 1 года до 3 лет,Открытая,,2022-03-30T11:50:42+0300,False,Dizzy,,fullDay,True,Аналитик
207,54498892,Маркетолог-аналитик (пресейл проектов),Алматы,Нет опыта,Открытая,,2022-03-31T18:30:22+0300,False,«Machinery Logistics Group»,,fullDay,True,Менеджер по маркетингу и рекламе
208,53814686,"Старший специалист (финансовый аналитик, экономист) по учету материальных запасов",Алматы,От 3 до 6 лет,Открытая,,2022-03-29T13:08:16+0300,False,АК Алтыналмас,,fullDay,True,Аудитор
209,53568083,Бухгалтер с функцией аналитика,Алматы,Нет опыта,Открытая,,2022-03-30T13:26:17+0300,False,Double K Group,,fullDay,True,Бухгалтер
210,54495649,SFE Analyst,Алматы,От 3 до 6 лет,Открытая,,2022-03-31T16:29:22+0300,False,ПРЕДСТАВИТЕЛЬСТВО ОПЕЛЛА ХЭЛСКЕА ИНТЕРНЭШНЛ САС В РК,,fullDay,True,Аналитик
211,53168925,Senior Business Analyst,Алматы,От 3 до 6 лет,Открытая,,2022-03-30T13:45:09+0300,False,DataArt,,remote,True,Аналитик
212,53168924,Senior Business Analyst,Нур-Султан,От 3 до 6 лет,Открытая,,2022-03-30T13:45:09+0300,False,DataArt,,remote,True,Аналитик
213,54452960,Аналитик-экономист планово-экономического отдела,Нур-Султан,От 3 до 6 лет,Открытая,,2022-03-30T11:48:12+0300,False,Филиал ТОО «СарыаркаАвтоПром» в городе Алматы и Нур-Султан (allur),,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
214,54421792,Планер - аналитик,Усть-Каменогорск,От 1 года до 3 лет,Открытая,,2022-03-29T13:14:58+0300,False,Курмыш ЛТД,,fullDay,True,Аналитик
215,52915678,Логист-аналитик,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-04-01T08:11:13+0300,False,КДК-Казахстанская Дверная Компания,,fullDay,True,Аналитик
216,53476820,Ассистент аналитика,Караганда,Нет опыта,Открытая,,2022-03-31T08:00:45+0300,False,ПАКТ,,fullDay,True,Координатор отдела продаж
217,54483005,Analyst/Intern (Emerging Markets Analyst Program),Нур-Султан,Нет опыта,Открытая,,2022-03-31T11:36:12+0300,False,Ситибанк Казахстан,,fullDay,True,Аналитик
218,54411807,Business Analyst,Алматы,От 3 до 6 лет,Открытая,,2022-03-29T10:23:37+0300,False,Andersen,,fullDay,True,Аналитик
219,54453147,Business Analyst,Алматы,От 3 до 6 лет,Открытая,,2022-03-30T11:52:25+0300,False,Andersen,,fullDay,True,Аналитик
220,54411806,Business Analyst,Нур-Султан,От 3 до 6 лет,Открытая,,2022-03-29T10:23:37+0300,False,Andersen,,fullDay,True,Аналитик
221,50579926,Финансовый аналитик (Business Development),Алматы,От 3 до 6 лет,Открытая,,2022-03-29T07:37:12+0300,False,Alem Agro Holding (АлемАгро Холдинг),,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
222,54453148,Business Analyst,Нур-Султан,От 3 до 6 лет,Открытая,,2022-03-30T11:52:25+0300,False,Andersen,,fullDay,True,Аналитик
223,54422883,Аналитик отдела продаж,Алматы,От 1 года до 3 лет,Открытая,,2022-03-29T13:34:54+0300,False,MANICA CONCIERGE,,fullDay,True,Аналитик
224,53479658,Аналитик в ресторан быстрого питания,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-31T10:01:36+0300,False,МЕНДИМАМБЕТОВА Л.М (ресторан быстрого питания Lavash-Food),,fullDay,True,Аналитик
225,54484459,Химик-аналитик,Алматы,Нет опыта,Открытая,,2022-03-31T12:08:34+0300,False,Аврора Холдинг,,fullDay,True,"Научный специалист, исследователь, лаборант"
226,53737020,Техник химик-аналитик,Шымкент,От 1 года до 3 лет,Открытая,,2022-03-29T15:10:19+0300,False,СП КАТКО,,flyInFlyOut,True,"Научный специалист, исследователь, лаборант"
227,53263452,Аналитик SOC в Департамент информационной безопасности Банка,Алматы,От 1 года до 3 лет,Открытая,,2022-03-29T08:02:19+0300,False,Жилищный строительный сберегательный банк Отбасы банк,,fullDay,True,Специалист по информационной безопасности
228,54390834,Middle Business Analyst,Алматы,От 3 до 6 лет,Открытая,,2022-03-28T16:26:10+0300,False,DataArt,,remote,True,Аналитик
229,54390835,Middle Business Analyst,Нур-Султан,От 3 до 6 лет,Открытая,,2022-03-28T16:26:10+0300,False,DataArt,,remote,True,Аналитик
230,53403575,Аналитик 1С системы,Алматы,От 1 года до 3 лет,Открытая,,2022-03-28T15:28:29+0300,False,Magnum E-commerce Kazakhstan,,fullDay,True,Аналитик
231,54382826,HR аналитик,Алматы,От 1 года до 3 лет,Открытая,,2022-03-28T13:52:21+0300,False,KAZ Minerals,,fullDay,True,Аналитик
232,54390523,"Middle Business Analyst, Tech Solutions",Алматы,От 3 до 6 лет,Открытая,,2022-03-28T16:24:00+0300,False,DataArt,,remote,True,Аналитик
233,54390524,"Middle Business Analyst, Tech Solutions",Нур-Султан,От 3 до 6 лет,Открытая,,2022-03-28T16:24:00+0300,False,DataArt,,remote,True,Аналитик
234,54043944,Аналитик системы СЭД (система электронного документооборота),Алматы,От 1 года до 3 лет,Открытая,,2022-03-28T15:28:29+0300,False,Magnum E-commerce Kazakhstan,,fullDay,True,Аналитик
235,54383420,"Middle Data Analyst, Data Warehouse",Алматы,Нет опыта,Открытая,,2022-03-28T14:05:33+0300,False,DataArt,,fullDay,True,"Программист, разработчик"
236,53618123,Системный аналитик в IT,Алматы,От 1 года до 3 лет,Открытая,,2022-03-28T11:30:09+0300,False,"Банк Хоум Кредит, ДБ АО",,fullDay,True,Аналитик
237,54383421,"Middle Data Analyst, Data Warehouse",Нур-Султан,Нет опыта,Открытая,,2022-03-28T14:05:33+0300,False,DataArt,,fullDay,True,"Программист, разработчик"
238,54368414,Менеджер-аналитик (ситуационный центр),Усть-Каменогорск,От 1 года до 3 лет,Открытая,,2022-03-28T09:50:56+0300,False,Rating (IT-Компания Рейтинг),,fullDay,True,Аналитик
239,54380581,"Senior Data Analyst, Professional Certification",Алматы,От 3 до 6 лет,Открытая,,2022-03-28T13:11:32+0300,False,DataArt,,fullDay,True,"Программист, разработчик"
240,54380582,"Senior Data Analyst, Professional Certification",Нур-Султан,От 3 до 6 лет,Открытая,,2022-03-28T13:11:32+0300,False,DataArt,,fullDay,True,"Программист, разработчик"
241,54363814,Директор по портфельной аналитике сегмента платежных карточек,Алматы,Нет опыта,Открытая,,2022-03-28T08:24:01+0300,False,"Евразийский банк, АО",,fullDay,True,Другое
242,54373460,"Analyst, Strategy & Operations Group, Consulting Department",Нур-Султан,От 3 до 6 лет,Открытая,,2022-03-28T11:11:34+0300,False,KPMG,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
243,51984283,Финансовый аналитик Oi-Qaragai Mountain Resort,Алматы,От 3 до 6 лет,Открытая,,2022-03-28T06:26:49+0300,False,Alina Group,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
244,53353758,"Финансовый аналитик (ДЦ ""Subaru-Haval"" и ""Bavaria Atyrau"")",Атырау,От 3 до 6 лет,Открытая,,2022-03-28T10:03:21+0300,False,Hyundai Premium Atyrau,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
245,54361863,Логист-аналитик,Тараз,От 1 года до 3 лет,Открытая,,2022-03-28T07:25:54+0300,False,Беркет-Сауда,,fullDay,True,"Менеджер по логистике, менеджер по ВЭД"
246,54363737,Химик-аналитик,Алматы,От 1 года до 3 лет,Открытая,,2022-03-28T08:22:21+0300,False,Медоптик,,fullDay,True,"Научный специалист, исследователь, лаборант"
247,54361627,Финансовый директор/финансовый аналитик,Алматы,Более 6 лет,Открытая,,2022-03-28T07:15:40+0300,False,PETROLEUM TECHNOLOGY,,fullDay,True,Финансовый директор (CFO)
248,54360986,Логист-аналитик,Алматы,От 1 года до 3 лет,Открытая,,2022-03-28T06:50:49+0300,False,GreenLights (Гринлайтс),,fullDay,True,"Менеджер по логистике, менеджер по ВЭД"
249,52287669,"Аналитик по бухгалтерскому, налоговом учету и финансовой отчетности",Нур-Султан,От 3 до 6 лет,Открытая,,2022-03-28T06:42:00+0300,False,1С-Рейтинг,,fullDay,True,Бухгалтер
250,54337384,Системный администратор (ИТ-аналитик),Алматы,Нет опыта,Открытая,,2022-03-26T08:45:13+0300,False,SPEY KAZAKHSTAN (СПЕЙ ҚАЗАҚСТАН),,fullDay,True,Системный администратор
251,53938560,Аналитик с навыками IТ специалиста,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-25T12:39:42+0300,False,ТОО Zhiger trade,,fullDay,True,Специалист технической поддержки
252,54325550,Analyst/Intern (Emerging Markets Analyst Program 2022),Алматы,Нет опыта,Открытая,,2022-03-25T15:38:31+0300,False,Ситибанк Казахстан,,fullDay,True,Аналитик
253,54320237,Бизнес-аналитик в IT,Караганда,Более 6 лет,Открытая,,2022-03-25T13:35:59+0300,False,Flip.kz,,fullDay,True,Аналитик
254,54318435,Финансовый аналитик,Алматы,От 3 до 6 лет,Открытая,,2022-03-25T12:57:24+0300,False,ГАРАНТ ТЕХ СТРОЙ ИНЖИНИРИНГ,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
255,54314228,Консультант-аналитик,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-25T11:24:53+0300,False,RuSoft company,,fullDay,True,Аналитик
256,53870441,Инвестиционный аналитик (Senior level),Алматы,От 3 до 6 лет,Открытая,,2022-03-25T09:03:10+0300,False,"HALYK FINANCE, дочерняя организация АО Народный банк",,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
257,54309732,Финансовый аналитик,Алматы,От 3 до 6 лет,Открытая,,2022-03-25T09:48:23+0300,False,Jet Sharing,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
258,54317057,Business Analyst,Кульсары,От 3 до 6 лет,Открытая,,2022-03-25T12:28:04+0300,False,ЮСС Супорт Сервисез,,flyInFlyOut,True,"Менеджер по продажам, менеджер по работе с клиентами"
259,54307527,Аналитик ИТ,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-25T09:00:15+0300,False,"BI GROUP, ТМ (ТОО BI Support)",,fullDay,True,Аналитик
260,53940478,IT-аналитик/разработчик,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-25T12:39:31+0300,False,ТОО Zhiger trade,,fullDay,True,"Программист, разработчик"
261,54306517,Аналитик управления проектирования и разработки,Нур-Султан,От 3 до 6 лет,Открытая,,2022-03-25T08:26:51+0300,False,РГП на ПХВ Инженерно-технический центр Управления Делами Президента Республики Казахстан,,fullDay,True,Аналитик
262,54303764,Младший логист-аналитик,Алматы,От 1 года до 3 лет,Открытая,,2022-03-25T05:53:00+0300,False,ПЕРВЫЙ ПИВЗАВОД,,fullDay,True,"Менеджер по логистике, менеджер по ВЭД"
263,54304254,Химик-аналитик,Караганда,От 1 года до 3 лет,Открытая,,2022-03-25T06:36:11+0300,False,"Евразиан Фудс Корпорэйшн, АО",,fullDay,True,"Научный специалист, исследователь, лаборант"
264,54281816,Финансовый аналитик,Алматы,От 1 года до 3 лет,Открытая,,2022-03-24T12:06:48+0300,False,MKC Logystics,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
265,54286401,Главный специалист в Сектор антифрод аналитики в потребительском кредитовании,Алматы,От 1 года до 3 лет,Открытая,,2022-03-24T13:39:41+0300,False,"Евразийский банк, АО",,fullDay,True,Аудитор
266,54268783,Финансовый аналитик,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-24T06:39:29+0300,False,Free Line Retail,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
267,54270133,Специалист аналитик транспортного планирования,Алматы,От 1 года до 3 лет,Открытая,,2022-03-24T07:47:48+0300,False,Транспортный холдинг города Алматы,,fullDay,True,Другое
268,54266333,Аналитик/Менеджер по эффективности продаж,Алматы,Более 6 лет,Открытая,,2022-03-24T02:42:18+0300,False,Selena CA – Селена ЦА,,fullDay,True,Аналитик
